record_id,problem_a,problem_b,category_a,category_b,description_a,description_b,location,distance_km,time_difference_hours,severity_a,severity_b,nearby_frequency,text_similarity,relationship,dependency_strength,dependency_label
NEG_1353,Blocked Drain,Stagnant Water,Drainage,Public Health,rainwater drain is not flowing,stagnant water remains,Guindy,3.47,59.6,MEDIUM,LOW,10,0.243,NO_DEPENDENCY,0.271,0
POS_1313,Waterlogging,Road Blockage,Flooding,Road,heavy waterlogging reported,road is partially blocked,Kodambakkam,1.43,8.9,CRITICAL,LOW,9,0.678,CAUSES,0.812,1
NEG_0136,Waterlogging,Traffic Congestion,Flooding,Traffic,standing rainwater on the street,severe congestion reported,Kodambakkam,4.27,68.2,LOW,LOW,8,0.27,NO_DEPENDENCY,0.25,0
POS_0551,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,visibility on road is poor,Velachery,1.67,9.2,HIGH,CRITICAL,11,0.936,CONTRIBUTES_TO,0.717,1
NEG_0889,Safety Risk,Sewer Overflow,Safety,Drainage,residents feel unsafe,sewage overflow reported,Kodambakkam,1.37,36.7,MEDIUM,MEDIUM,7,0.177,NO_DEPENDENCY,0.287,0
NEG_0980,Blocked Drain,Emergency Response Delay,Drainage,Emergency,stormwater drain is blocked,response time is increasing,Tambaram,4.42,47.7,CRITICAL,MEDIUM,7,0.279,NO_DEPENDENCY,0.263,0
NEG_1022,Water Leakage,Illegal Dumping,Water,Waste,damaged water supply line,waste is being dumped illegally,Kodambakkam,7.94,8.7,HIGH,MEDIUM,7,0.197,NO_DEPENDENCY,0.218,0
NEG_0766,Street Light Failure,Safety Risk,Lighting,Safety,roadside light has failed,safety risk reported,Ambattur,2.08,18.3,MEDIUM,MEDIUM,1,0.429,NO_DEPENDENCY,0.337,0
POS_1228,Illegal Dumping,Waterlogging,Waste,Flooding,open dumping observed,heavy waterlogging reported,T Nagar,2.57,12.3,MEDIUM,MEDIUM,6,0.586,CONTRIBUTES_TO,0.603,1
NEG_1323,Safety Risk,Public Health Risk,Safety,Health,residents feel unsafe,possible health hazard,Kodambakkam,6.25,7.0,CRITICAL,MEDIUM,4,0.207,NO_DEPENDENCY,0.233,0
POS_0958,Road Blockage,Traffic Congestion,Road,Traffic,road is partially blocked,traffic flow is disrupted,Kodambakkam,3.71,46.9,CRITICAL,CRITICAL,3,0.771,CAUSES,0.698,1
NEG_0274,Street Light Failure,Safety Risk,Lighting,Safety,street light is not working,risk to pedestrians and vehicles,Nungambakkam,1.28,6.5,CRITICAL,HIGH,14,0.164,NO_DEPENDENCY,0.345,0
NEG_0642,Safety Risk,Garbage Accumulation,Safety,Waste,safety risk reported,uncollected garbage is present,Mylapore,6.62,89.1,CRITICAL,LOW,12,0.045,NO_DEPENDENCY,0.15,0
POS_1009,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,sanitation may affect public health,Sholinganallur,0.99,10.8,LOW,CRITICAL,20,0.747,CAUSES,0.771,1
POS_1093,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,dust and pollution are increasing,Royapettah,0.85,22.5,LOW,HIGH,15,0.683,CONTRIBUTES_TO,0.677,1
NEG_1175,Sewer Overflow,Emergency Response Delay,Drainage,Emergency,sewer line has overflowed,emergency movement is delayed,Adyar,4.83,88.7,LOW,LOW,7,0.115,NO_DEPENDENCY,0.173,0
POS_0997,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,traffic flow is disrupted,Anna Nagar,4.03,4.9,MEDIUM,CRITICAL,12,0.712,CONTRIBUTES_TO,0.677,1
NEG_0180,Public Health Risk,Emergency Response Delay,Health,Emergency,health risk reported,emergency movement is delayed,T Nagar,3.94,12.0,CRITICAL,CRITICAL,8,0.38,NO_DEPENDENCY,0.335,0
POS_0154,Street Light Failure,Poor Road Visibility,Lighting,Safety,street light is not working,dark road section,Velachery,0.69,20.9,CRITICAL,MEDIUM,8,0.776,CAUSES,0.815,1
NEG_1283,Garbage Accumulation,Water Leakage,Waste,Water,uncollected garbage is present,damaged water supply line,Tambaram,3.04,74.5,MEDIUM,HIGH,10,0.057,NO_DEPENDENCY,0.209,0
POS_0581,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,heavy waterlogging reported,Velachery,2.99,4.1,CRITICAL,HIGH,9,0.69,CONTRIBUTES_TO,0.682,1
POS_1471,Water Leakage,Stagnant Water,Water,Public Health,continuous water leakage,stagnant water remains,Sholinganallur,0.6,22.5,MEDIUM,MEDIUM,6,0.853,CAUSES,0.763,1
POS_0704,Illegal Dumping,Blocked Drain,Waste,Drainage,unauthorized dumping reported,drain is clogged,T Nagar,4.02,15.5,CRITICAL,LOW,5,0.977,CONTRIBUTES_TO,0.74,1
POS_1213,Street Light Failure,Poor Road Visibility,Lighting,Safety,streetlights are off,visibility on road is poor,Anna Nagar,3.94,8.8,HIGH,MEDIUM,7,0.947,CAUSES,0.757,1
POS_0897,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,vehicles are queued,Anna Nagar,1.59,35.7,CRITICAL,CRITICAL,18,0.963,CAUSES,0.842,1
POS_0488,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,water is collecting,Royapettah,0.75,47.9,HIGH,HIGH,12,0.685,CAUSES,0.755,1
POS_0560,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,low visibility reported,Sholinganallur,2.54,47.0,LOW,MEDIUM,10,0.508,CAUSES,0.609,1
POS_1142,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,water is collecting,Velachery,2.27,46.1,CRITICAL,LOW,15,0.575,CAUSES,0.706,1
POS_1120,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,severe congestion reported,emergency access is difficult,Mylapore,3.79,31.9,LOW,MEDIUM,2,0.915,CAUSES,0.644,1
POS_0513,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,severe congestion reported,Anna Nagar,3.52,5.6,HIGH,MEDIUM,20,0.548,CAUSES,0.733,1
POS_0634,Illegal Dumping,Waterlogging,Waste,Flooding,waste is being dumped illegally,road is flooded,Ambattur,4.45,25.5,CRITICAL,LOW,19,0.628,CONTRIBUTES_TO,0.628,1
NEG_1085,Stagnant Water,Poor Road Visibility,Public Health,Safety,stagnant water remains,dark road section,Sholinganallur,1.91,72.3,CRITICAL,CRITICAL,12,0.181,NO_DEPENDENCY,0.275,0
NEG_0165,Garbage Accumulation,Poor Road Visibility,Waste,Safety,uncollected garbage is present,visibility on road is poor,Velachery,5.88,86.5,MEDIUM,MEDIUM,0,0.393,NO_DEPENDENCY,0.208,0
POS_1013,Waterlogging,Road Blockage,Flooding,Road,water has accumulated on the road,road is partially blocked,Pallavaram,3.74,20.2,HIGH,CRITICAL,11,0.61,CAUSES,0.705,1
NEG_0432,Emergency Response Delay,Street Light Failure,Emergency,Lighting,response time is increasing,dark street due to light failure,Tambaram,6.27,13.0,CRITICAL,MEDIUM,13,0.411,NO_DEPENDENCY,0.333,0
POS_1151,Stagnant Water,Public Health Risk,Public Health,Health,water is collecting,sanitation may affect public health,Ambattur,0.73,35.2,LOW,MEDIUM,9,0.598,CAUSES,0.686,1
NEG_1306,Water Leakage,Emergency Response Delay,Water,Emergency,continuous water leakage,emergency movement is delayed,Mylapore,7.51,76.5,CRITICAL,LOW,15,0.262,NO_DEPENDENCY,0.227,0
POS_0117,Pothole / Road Damage,Poor Road Visibility,Road,Safety,multiple potholes reported,low visibility reported,Royapettah,0.41,29.4,HIGH,CRITICAL,9,0.485,CONTRIBUTES_TO,0.625,1
POS_0741,Street Light Failure,Poor Road Visibility,Lighting,Safety,dark street due to light failure,drivers cannot see clearly,Thiruvanmiyur,3.36,43.7,MEDIUM,CRITICAL,9,0.454,CAUSES,0.605,1
NEG_1264,Road Blockage,Illegal Dumping,Road,Waste,traffic lane is obstructed,unauthorized dumping reported,Nungambakkam,6.41,18.5,CRITICAL,MEDIUM,15,0.157,NO_DEPENDENCY,0.261,0
NEG_0475,Traffic Congestion,Street Light Failure,Traffic,Lighting,vehicles are queued,roadside light has failed,Velachery,1.02,38.1,LOW,MEDIUM,8,0.378,NO_DEPENDENCY,0.356,0
POS_1082,Pothole / Road Damage,Traffic Congestion,Road,Traffic,multiple potholes reported,vehicles are queued,Porur,4.23,10.3,MEDIUM,CRITICAL,12,0.824,CONTRIBUTES_TO,0.687,1
NEG_0311,Safety Risk,Garbage Accumulation,Safety,Waste,residents feel unsafe,garbage has accumulated,Porur,3.25,20.5,MEDIUM,CRITICAL,6,0.152,NO_DEPENDENCY,0.26,0
POS_0831,Blocked Drain,Waterlogging,Drainage,Flooding,rainwater drain is not flowing,road is flooded,Adyar,1.9,5.6,MEDIUM,MEDIUM,18,0.623,CAUSES,0.794,1
POS_0120,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewer line has overflowed,standing water is not clearing,T Nagar,4.16,3.7,CRITICAL,LOW,3,0.891,CAUSES,0.775,1
POS_0657,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,water has accumulated on the road,Nungambakkam,2.38,32.6,CRITICAL,LOW,13,0.513,CONTRIBUTES_TO,0.632,1
NEG_1233,Road Blockage,Stagnant Water,Road,Public Health,traffic lane is obstructed,stagnant water remains,Tambaram,6.72,9.6,HIGH,HIGH,12,0.448,NO_DEPENDENCY,0.336,0
NEG_1193,Stagnant Water,Pothole / Road Damage,Public Health,Road,standing water is not clearing,multiple potholes reported,Royapettah,4.07,13.4,MEDIUM,MEDIUM,13,0.421,NO_DEPENDENCY,0.369,0
NEG_1433,Water Leakage,Garbage Accumulation,Water,Waste,continuous water leakage,waste has built up,Anna Nagar,6.11,64.9,LOW,LOW,3,0.077,NO_DEPENDENCY,0.142,0
POS_0636,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,water has accumulated on the road,Guindy,3.71,14.8,CRITICAL,MEDIUM,16,0.76,CAUSES,0.809,1
POS_0370,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,water has accumulated on the road,Mylapore,4.15,5.9,LOW,HIGH,2,0.668,CONTRIBUTES_TO,0.554,1
POS_0269,Road Blockage,Traffic Congestion,Road,Traffic,traffic lane is obstructed,vehicles are queued,Nungambakkam,2.62,13.3,LOW,LOW,15,0.67,CAUSES,0.707,1
POS_0047,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,traffic flow is disrupted,Pallavaram,0.16,12.1,CRITICAL,CRITICAL,3,0.702,CAUSES,0.821,1
POS_0992,Pothole / Road Damage,Poor Road Visibility,Road,Safety,multiple potholes reported,drivers cannot see clearly,Sholinganallur,1.47,8.0,LOW,CRITICAL,5,0.572,CONTRIBUTES_TO,0.586,1
POS_0877,Poor Road Visibility,Safety Risk,Safety,Safety,visibility on road is poor,safety risk reported,Sholinganallur,1.79,3.9,MEDIUM,CRITICAL,10,0.835,CONTRIBUTES_TO,0.738,1
POS_0774,Pothole / Road Damage,Poor Road Visibility,Road,Safety,large pothole on the road,dark road section,Mylapore,0.91,0.9,HIGH,MEDIUM,9,0.844,CONTRIBUTES_TO,0.724,1
POS_1220,Garbage Accumulation,Public Health Risk,Waste,Health,large pile of waste reported,possible health hazard,Porur,1.36,21.6,HIGH,LOW,9,0.867,CAUSES,0.785,1
POS_1127,Blocked Drain,Waterlogging,Drainage,Flooding,blocked drainage outlet,standing rainwater on the street,Royapettah,1.34,24.6,LOW,HIGH,14,0.922,CAUSES,0.807,1
POS_0005,Garbage Accumulation,Air Pollution,Waste,Environment,large pile of waste reported,local air pollution observed,Velachery,2.85,42.6,LOW,LOW,7,0.642,CONTRIBUTES_TO,0.57,1
NEG_0096,Blocked Drain,Street Light Failure,Drainage,Lighting,stormwater drain is blocked,roadside light has failed,Mylapore,4.1,31.1,MEDIUM,MEDIUM,6,0.286,NO_DEPENDENCY,0.278,0
NEG_0812,Stagnant Water,Traffic Congestion,Public Health,Traffic,standing water is not clearing,traffic flow is disrupted,T Nagar,0.78,7.8,CRITICAL,LOW,3,0.226,NO_DEPENDENCY,0.315,0
NEG_0992,Air Pollution,Poor Road Visibility,Environment,Safety,local air pollution observed,visibility on road is poor,Thiruvanmiyur,2.37,70.9,MEDIUM,HIGH,4,0.28,NO_DEPENDENCY,0.259,0
POS_1078,Street Light Failure,Poor Road Visibility,Lighting,Safety,streetlights are off,dark road section,Perambur,0.61,33.8,CRITICAL,LOW,4,0.741,CAUSES,0.782,1
POS_0838,Road Blockage,Traffic Congestion,Road,Traffic,vehicle movement is obstructed,vehicles are queued,Sholinganallur,1.72,31.0,CRITICAL,HIGH,20,0.576,CAUSES,0.773,1
POS_0682,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,safety risk reported,Adyar,3.64,16.1,MEDIUM,CRITICAL,13,0.76,CONTRIBUTES_TO,0.667,1
NEG_0216,Air Pollution,Pothole / Road Damage,Environment,Road,air quality is affected,damaged road section,Velachery,2.12,89.3,HIGH,LOW,1,0.402,NO_DEPENDENCY,0.269,0
NEG_0853,Blocked Drain,Emergency Response Delay,Drainage,Emergency,stormwater drain is blocked,emergency access is difficult,Thiruvanmiyur,6.39,34.3,MEDIUM,MEDIUM,6,0.366,NO_DEPENDENCY,0.265,0
NEG_0862,Street Light Failure,Garbage Accumulation,Lighting,Waste,roadside light has failed,waste has built up,Royapettah,4.98,13.9,LOW,CRITICAL,8,0.226,NO_DEPENDENCY,0.272,0
NEG_0698,Stagnant Water,Traffic Congestion,Public Health,Traffic,pool of water has remained,severe congestion reported,Thiruvanmiyur,6.15,78.7,CRITICAL,MEDIUM,14,0.422,NO_DEPENDENCY,0.289,0
POS_1149,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,heavy waterlogging reported,Ambattur,2.83,28.7,MEDIUM,HIGH,18,0.485,CAUSES,0.711,1
POS_0575,Illegal Dumping,Blocked Drain,Waste,Drainage,garbage dumped beside road,rainwater drain is not flowing,Kodambakkam,3.09,19.0,CRITICAL,LOW,17,0.589,CONTRIBUTES_TO,0.711,1
POS_0051,Street Light Failure,Poor Road Visibility,Lighting,Safety,roadside light has failed,drivers cannot see clearly,Kodambakkam,1.32,13.4,LOW,MEDIUM,18,0.619,CAUSES,0.728,1
POS_0854,Pothole / Road Damage,Traffic Congestion,Road,Traffic,damaged road section,traffic is moving slowly,Adyar,3.38,44.7,LOW,MEDIUM,10,0.661,CONTRIBUTES_TO,0.598,1
NEG_0483,Sewer Overflow,Waterlogging,Drainage,Flooding,sewer line has overflowed,heavy waterlogging reported,Tambaram,7.94,81.1,HIGH,LOW,5,0.361,NO_DEPENDENCY,0.197,0
NEG_0324,Stagnant Water,Safety Risk,Public Health,Safety,standing water is not clearing,area has become unsafe,Anna Nagar,2.61,69.5,MEDIUM,CRITICAL,13,0.044,NO_DEPENDENCY,0.231,0
POS_0834,Poor Road Visibility,Safety Risk,Safety,Safety,visibility on road is poor,residents feel unsafe,Kodambakkam,2.71,47.2,MEDIUM,HIGH,18,0.504,CONTRIBUTES_TO,0.608,1
POS_1116,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,road is flooded,Porur,3.75,1.7,CRITICAL,CRITICAL,19,0.558,CONTRIBUTES_TO,0.665,1
POS_1167,Road Blockage,Traffic Congestion,Road,Traffic,road is partially blocked,traffic flow is disrupted,Velachery,1.46,30.3,LOW,MEDIUM,6,0.461,CAUSES,0.648,1
NEG_1019,Stagnant Water,Street Light Failure,Public Health,Lighting,pool of water has remained,streetlights are off,T Nagar,7.29,62.7,MEDIUM,CRITICAL,13,0.356,NO_DEPENDENCY,0.26,0
NEG_0407,Waterlogging,Traffic Congestion,Flooding,Traffic,water has accumulated on the road,vehicles are queued,Perambur,7.03,41.7,LOW,LOW,5,0.029,NO_DEPENDENCY,0.143,0
POS_0972,Pothole / Road Damage,Traffic Congestion,Road,Traffic,large pothole on the road,vehicles are queued,Thiruvanmiyur,1.72,27.6,CRITICAL,CRITICAL,8,0.903,CONTRIBUTES_TO,0.781,1
POS_0400,Pothole / Road Damage,Poor Road Visibility,Road,Safety,damaged road section,low visibility reported,Kodambakkam,2.29,14.3,LOW,HIGH,20,0.814,CONTRIBUTES_TO,0.643,1
NEG_1060,Sewer Overflow,Safety Risk,Drainage,Safety,sewage overflow reported,residents feel unsafe,Pallavaram,5.18,18.0,MEDIUM,LOW,12,0.356,NO_DEPENDENCY,0.324,0
NEG_0869,Pothole / Road Damage,Water Leakage,Road,Water,multiple potholes reported,continuous water leakage,Velachery,7.57,71.5,MEDIUM,HIGH,14,0.322,NO_DEPENDENCY,0.243,0
POS_0020,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic flow is disrupted,emergency access is difficult,Thiruvanmiyur,3.54,38.9,CRITICAL,HIGH,4,0.551,CAUSES,0.648,1
POS_0685,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,pool of water has remained,Nungambakkam,4.35,29.3,MEDIUM,HIGH,2,0.896,CAUSES,0.683,1
POS_0036,Poor Road Visibility,Safety Risk,Safety,Safety,drivers cannot see clearly,risk to pedestrians and vehicles,Anna Nagar,2.54,42.0,MEDIUM,MEDIUM,5,0.966,CONTRIBUTES_TO,0.68,1
NEG_1330,Safety Risk,Stagnant Water,Safety,Public Health,safety risk reported,standing water is not clearing,Royapettah,1.01,91.2,LOW,HIGH,9,0.223,NO_DEPENDENCY,0.271,0
POS_0525,Blocked Drain,Waterlogging,Drainage,Flooding,drain is clogged,road is flooded,Thiruvanmiyur,2.09,41.1,CRITICAL,MEDIUM,1,0.738,CAUSES,0.771,1
NEG_0956,Waterlogging,Stagnant Water,Flooding,Public Health,water has accumulated on the road,pool of water has remained,Anna Nagar,5.29,16.7,CRITICAL,LOW,15,0.442,NO_DEPENDENCY,0.364,0
POS_0921,Waterlogging,Road Blockage,Flooding,Road,standing rainwater on the street,road is partially blocked,Mylapore,3.03,32.9,HIGH,HIGH,5,0.858,CAUSES,0.74,1
NEG_0342,Air Pollution,Poor Road Visibility,Environment,Safety,polluted air reported,dark road section,Adyar,6.43,8.3,HIGH,CRITICAL,1,0.299,NO_DEPENDENCY,0.241,0
NEG_0391,Blocked Drain,Emergency Response Delay,Drainage,Emergency,rainwater drain is not flowing,emergency movement is delayed,Tambaram,4.12,50.7,LOW,HIGH,10,0.239,NO_DEPENDENCY,0.268,0
POS_0538,Poor Road Visibility,Safety Risk,Safety,Safety,dark road section,risk to pedestrians and vehicles,Tambaram,4.13,38.3,HIGH,LOW,5,0.485,CONTRIBUTES_TO,0.574,1
NEG_0206,Emergency Response Delay,Blocked Drain,Emergency,Drainage,emergency vehicles cannot move quickly,stormwater drain is blocked,Royapettah,4.12,55.9,HIGH,CRITICAL,7,0.359,NO_DEPENDENCY,0.284,0
NEG_1432,Street Light Failure,Garbage Accumulation,Lighting,Waste,dark street due to light failure,garbage has accumulated,Royapettah,5.88,15.9,MEDIUM,HIGH,6,0.205,NO_DEPENDENCY,0.24,0
POS_0246,Illegal Dumping,Waterlogging,Waste,Flooding,garbage dumped beside road,heavy waterlogging reported,Ambattur,3.6,40.0,CRITICAL,MEDIUM,14,0.487,CONTRIBUTES_TO,0.589,1
POS_0785,Garbage Accumulation,Air Pollution,Waste,Environment,waste has built up,polluted air reported,Royapettah,1.75,5.1,LOW,CRITICAL,8,0.849,CONTRIBUTES_TO,0.694,1
POS_1410,Blocked Drain,Waterlogging,Drainage,Flooding,stormwater drain is blocked,road is flooded,Velachery,0.55,34.9,HIGH,HIGH,19,0.691,CAUSES,0.828,1
NEG_1038,Water Leakage,Public Health Risk,Water,Health,pipeline leak near street,disease risk is increasing,Royapettah,3.7,88.8,CRITICAL,LOW,13,0.24,NO_DEPENDENCY,0.257,0
POS_0155,Water Leakage,Stagnant Water,Water,Public Health,water pipe is leaking,water is collecting,Nungambakkam,2.47,37.9,CRITICAL,CRITICAL,1,0.719,CAUSES,0.706,1
NEG_0187,Street Light Failure,Road Blockage,Lighting,Road,dark street due to light failure,vehicle movement is obstructed,Velachery,6.62,88.4,CRITICAL,CRITICAL,8,0.209,NO_DEPENDENCY,0.18,0
POS_0626,Illegal Dumping,Waterlogging,Waste,Flooding,unauthorized dumping reported,road is flooded,Sholinganallur,2.45,8.2,CRITICAL,CRITICAL,1,0.61,CONTRIBUTES_TO,0.654,1
NEG_1377,Road Blockage,Pothole / Road Damage,Road,Road,road is partially blocked,damaged road section,Sholinganallur,7.42,36.4,CRITICAL,HIGH,11,0.206,NO_DEPENDENCY,0.225,0
POS_1347,Sewer Overflow,Stagnant Water,Drainage,Public Health,dirty wastewater is spreading,stagnant water remains,Perambur,1.42,19.2,CRITICAL,HIGH,18,0.699,CAUSES,0.821,1
POS_0570,Sewer Overflow,Stagnant Water,Drainage,Public Health,sewage overflow reported,stagnant water remains,Ambattur,4.46,38.9,CRITICAL,LOW,10,0.781,CAUSES,0.714,1
NEG_1434,Blocked Drain,Public Health Risk,Drainage,Health,drain is clogged,possible health hazard,T Nagar,0.56,25.1,CRITICAL,CRITICAL,1,0.244,NO_DEPENDENCY,0.299,0
NEG_0259,Road Blockage,Public Health Risk,Road,Health,vehicle movement is obstructed,health risk reported,Nungambakkam,0.62,68.5,HIGH,HIGH,8,0.448,NO_DEPENDENCY,0.358,0
NEG_0317,Street Light Failure,Blocked Drain,Lighting,Drainage,dark street due to light failure,blocked drainage outlet,Thiruvanmiyur,3.12,69.6,CRITICAL,HIGH,14,0.179,NO_DEPENDENCY,0.269,0
NEG_0566,Waterlogging,Pothole / Road Damage,Flooding,Road,heavy waterlogging reported,large pothole on the road,Tambaram,1.57,11.7,MEDIUM,MEDIUM,0,0.203,NO_DEPENDENCY,0.278,0
POS_0128,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,vehicles are queued,response time is increasing,Sholinganallur,1.81,29.0,MEDIUM,MEDIUM,10,0.454,CAUSES,0.65,1
NEG_1478,Poor Road Visibility,Illegal Dumping,Safety,Waste,visibility on road is poor,waste is being dumped illegally,Porur,3.62,49.2,LOW,CRITICAL,15,0.362,NO_DEPENDENCY,0.338,0
NEG_0507,Illegal Dumping,Stagnant Water,Waste,Public Health,waste is being dumped illegally,stagnant water remains,Sholinganallur,1.91,42.8,CRITICAL,LOW,7,0.403,NO_DEPENDENCY,0.342,0
POS_0981,Garbage Accumulation,Air Pollution,Waste,Environment,large pile of waste reported,polluted air reported,Adyar,1.46,38.1,LOW,CRITICAL,9,0.807,CONTRIBUTES_TO,0.649,1
NEG_1475,Street Light Failure,Blocked Drain,Lighting,Drainage,streetlights are off,rainwater drain is not flowing,Perambur,0.98,23.0,LOW,MEDIUM,0,0.155,NO_DEPENDENCY,0.263,0
POS_0191,Stagnant Water,Public Health Risk,Public Health,Health,pool of water has remained,possible health hazard,Pallavaram,2.2,46.0,MEDIUM,HIGH,10,0.598,CAUSES,0.662,1
POS_1140,Waterlogging,Road Blockage,Flooding,Road,road is flooded,road is partially blocked,Royapettah,0.68,29.8,MEDIUM,LOW,19,0.701,CAUSES,0.781,1
POS_0993,Traffic Congestion,Emergency Response Delay,Traffic,Emergency,traffic is moving slowly,emergency access is difficult,Anna Nagar,0.46,1.7,MEDIUM,LOW,19,0.456,CAUSES,0.745,1
